"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Other Devices and Systems","Software "Backoffice v. 1.0" incluso nella scheda di gioco ELSY J0A001 DIAMOND","Electro System S.p.A.","IT","EAL1+,ALC_DEL.1","","05/20/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/rc_elsy_j0a001_v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/tds_elsy_j0a001_v1.0_rev7.pdf","","","",""
"Other Devices and Systems","Thales Trusted Security Filter TSF101","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","05/03/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100503_SERTIT-015_CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/TSF101_ST-edition-2_2.pdf","01/17/2014","Thales Trusted Security Filter TSF101","http://www.commoncriteriaportal.org:80/files/epfiles/20140117_Sertit-015_Maintenance_Report_v_1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3AQ_21840_AAAA_SCZZA_3_1_1.pdf"
"Other Devices and Systems","Thales Trusted Security Filter TSF101","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","05/03/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100503_SERTIT-015_CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/TSF101_ST-edition-2_2.pdf","01/20/2016","Thales Trusted Security Filter TSF101 Maintenance","http://www.commoncriteriaportal.org:80/files/epfiles/20160120 Sertit 015 Maintenance Report v_2_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3AQ 21840 AAAA SCZZA 4.1.1.pdf"
"Other Devices and Systems","Thales Trusted Security Filter TSF101","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","05/03/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100503_SERTIT-015_CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/TSF101_ST-edition-2_2.pdf","","","",""
"Other Devices and Systems","Netviewer one2oneTS Version 5.1","Netviewer AG","DE","EAL2","","03/31/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/0524a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0524b_pdf.pdf","","","",""
"Other Devices and Systems","Netviewer one2oneTS Version 5.1","Netviewer AG","DE","EAL2","","03/31/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/0524a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0524b_pdf.pdf","","","",""
"Other Devices and Systems","imagio Security Card Type 9 Software 1.01m (Japanese name), DataOverwriteSecurity Unit Type I Software 1.01m (English name)","Ricoh Company, Ltd.","JP","EAL3","","03/29/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/c0253_erpt.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/c0253_est.pdf","","","",""
"Other Devices and Systems","Thales Operator Terminal Adapter (OTA)","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","03/24/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100324_SERTIT-012 _CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/OTA_Security_Target_ed6_2_2.pdf","09/29/2010","Thales Operator Terminal Adapter (OTA)","http://www.commoncriteriaportal.org:80/files/epfiles/20100929_Sertit 012 _Maintenance _Report_v_1_0 _sign.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3AQ_24863_AAAA_SCZZA_6.2.3.pdf"
"Other Devices and Systems","Thales Operator Terminal Adapter (OTA)","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","03/24/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100324_SERTIT-012 _CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/OTA_Security_Target_ed6_2_2.pdf","11/07/2011","Thales Operator Terminal Adapter (OTA)","http://www.commoncriteriaportal.org:80/files/epfiles/20111107_Sertit 012_Maintenance_Report_v_2_0_sig.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3AQ 24863 AAAA SC 6.2.4.pdf"
"Other Devices and Systems","Thales Operator Terminal Adapter (OTA)","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","03/24/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100324_SERTIT-012 _CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/OTA_Security_Target_ed6_2_2.pdf","11/20/2013","Thales Operator Terminal Adapter (OTA)","http://www.commoncriteriaportal.org:80/files/epfiles/20131120_SERTIT-012_Maintenance_Report_v_3_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3AQ_24863_AAAA_6.2.5.pdf"
"Other Devices and Systems","Thales Operator Terminal Adapter (OTA)","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","03/24/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100324_SERTIT-012 _CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/OTA_Security_Target_ed6_2_2.pdf","04/29/2014","Thales Operator Terminal Adapter (OTA)","http://www.commoncriteriaportal.org:80/files/epfiles/20140429_Sertit_012_Maintenance_Report_v_4.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3AQ_24863_AAAA_6.2.6.pdf"
"Other Devices and Systems","Thales Operator Terminal Adapter (OTA)","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","03/24/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100324_SERTIT-012 _CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/OTA_Security_Target_ed6_2_2.pdf","07/02/2015","Thales Operator Terminal Adapter (OTA)","http://www.commoncriteriaportal.org:80/files/epfiles/20150701_Sertit_012_Maintenance_Report_v_5_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3AQ 24863 AAAA SC 6.2.7.pdf"
"Other Devices and Systems","Thales Operator Terminal Adapter (OTA)","Thales Norway AS","NO","EAL5+,ALC_FLR.3","","03/24/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100324_SERTIT-012 _CR_v1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/OTA_Security_Target_ed6_2_2.pdf","","","",""
"Other Devices and Systems","Fort Fox Hardware Data Diode","Fox-IT B.V.","NO","EAL4+","","03/03/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100303_SERTIT-014_FortFox_Hardware_Data_Diode_-_v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/FFHDD-ASE_1.07_Public.pdf","","","",""
"Other Devices and Systems","Altair PBS Professional Version 10.1","Altair Engineering, Inc.","DE","EAL3+","","02/23/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/0599a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0599b_pdf.pdf","","","",""
"Other Devices and Systems","X0mail","Thales Norway AS","NO","EAL4","","02/23/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100223_SERTIT-008CR_issue201.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/XOmail_Version_14.2_Security_Target_739_20597_aaaa_sc_ed10-public.pdf","","","",""
"Other Devices and Systems","XOmail","Thales Norway AS","NO","EAL4","","02/23/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/20100223_SERTIT-008CR_issue201.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/XOmail_Version_14.2_Security_Target_739_20597_aaaa_sc_ed10-public.pdf","","","",""
"Other Devices and Systems","1E Power and Patch Management Pack including WakeUp and NightWatchman Version 5.6 running on multiple platforms","1E Ltd","UK","EAL2","","12/18/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/crp252.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1ecc_st.pdf","","","",""
"Other Devices and Systems","Microsoft Exchange Server 2007 Enterprise Edition (English), Version/Build 08.02.0176.002","Microsoft Corporation","DE","EAL4+","","11/16/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0436a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0436b_pdf.pdf","","","",""
"Other Devices and Systems","Océ PRISMAsync 11.9.75.55 as used in the Océ VarioPrint 41x0 Release 1.3","Océ N.V.","DE","EAL2+","","11/13/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0615a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0615b_pdf.pdf","01/20/2010","Océ PRISMAsync 11.9.81.15 as used in the Océ VarioPrint 4110/4120 Release 2.1","http://www.commoncriteriaportal.org:80/files/epfiles/0615_ma1a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0615_ma1b_pdf.pdf"
"Other Devices and Systems","Océ PRISMAsync 11.9.75.55 as used in the Océ VarioPrint 41x0 Release 1.3","Océ N.V.","DE","EAL2+","","11/13/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0615a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0615b_pdf.pdf","","","",""
"Other Devices and Systems","Oracle Business Intelligence Enterprise Edition Release 10.1.3","Oracle Corporation UK Limited","UK","EAL3","","06/30/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/CRP250.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/oracle-obiee_st.pdf","","","",""
"Other Devices and Systems","Tivoli Provisioning Manager (TPM) Version 5.1.1.1 Interim Fix 6","IBM Corporation","DE","EAL3+,ALC_FLR.1","","05/20/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0471a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0471b_pdf.pdf","","","",""
"Other Devices and Systems","JBoss Enterprise Application Platform Version 4.3 CP03","Red Hat, Inc.","DE","EAL2+,ALC_FLR.3","","05/11/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0531a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0531b.pdf","","","",""
"Other Devices and Systems","SISTEMA RFID PARA CONTENEDORES V1.0","Distromel, S.A.","ES","EAL1","","04/17/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/2008-09-INF-347.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2008-09-DS.pdf","","","",""
"Other Devices and Systems","Avaya VoIP PBX System based on the Communication Manager 5.1","Avaya GmbH & Co. KG","DE","EAL1+,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1,ADV_FSP.2","","03/27/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0540a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0540b.pdf","","","",""
"Other Devices and Systems","Océ Digital Access Controller (DAC) R10.1.5 for use in the Océ VarioPrint 1055, 1055 BC, 1055 DP, 1065, 1075, 2062, 2075, 2075 DP printer/copier/scanner products","Océ N.V.","DE","EAL2+,ALC_FLR.1","","02/20/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0517a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0517b.pdf","","","",""
"Other Devices and Systems","XFER Service V 2.0.1","Norwegian Defence Communication and Information Services Division","NO","EAL4","","02/04/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/20090204_SERTIT-005_CR_issue_1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2008xxxx_ST_NORDIS-S_rapport.pdf","","","",""
"Other Devices and Systems","BITACORA v4.0.2","S21SEC","ES","EAL2","","12/29/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/2008-01-INF-321.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2008-01-DS.pdf","","","",""
"Other Devices and Systems","Océ Smart Imager 10.3.5.68 as used in the Océ VarioPrint 21x0 Release 4.1","Océ N.V.","DE","EAL2+,ALC_FLR.1","","08/19/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0510a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0510b.pdf","","","",""
"Other Devices and Systems","VoiceIdent Unit 2.0","Deutsche Telekom AG / T-COM","DE","EAL2+,ADV_SPM.1","","07/08/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0469a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0469b.pdf","","","",""
"Other Devices and Systems","Digitaler Tachograph EFAS-3 V01","Efkon","DE","EAL4+,ADV_IMP.2,ATE_DPT.2,ADO_IGS.2,AVA_VLA.4","","06/19/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0474a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0474b.pdf","04/08/2009","Digital Tachograph EFAS-3 V01.02","http://www.commoncriteriaportal.org:80/files/epfiles/0474_ma1.pdf",""
"Other Devices and Systems","Digitaler Tachograph EFAS-3 V01","Efkon","DE","EAL4+,ADV_IMP.2,ATE_DPT.2,ADO_IGS.2,AVA_VLA.4","","06/19/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0474a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0474b.pdf","05/19/2010","Digital Tachograph EFAS-3 V01.03","http://www.commoncriteriaportal.org:80/files/epfiles/0474_ma2_pdf.pdf",""
"Other Devices and Systems","Digitaler Tachograph EFAS-3 V01","Efkon","DE","EAL4+,ADV_IMP.2,ATE_DPT.2,ADO_IGS.2,AVA_VLA.4","","06/19/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0474a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0474b.pdf","","","",""
"Other Devices and Systems","IBM WebSphere Message Broker Version 6.0.0.3","IBM Informationssysteme Deutschland GmbH","DE","EAL4+,ALC_FLR.2","","06/13/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0450a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0450b.pdf","","","",""
"Other Devices and Systems","MAWIS Rev 3.0","MOBA Mobile Automation AG","DE","EAL1","","05/16/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0496a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0496b.pdf","","","",""
"Other Devices and Systems","Veridat Ident, Volumen, Verwiegung 4.0","Veridat Eurotech GmbH","DE","EAL1","","01/25/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/20080306_0433a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/20080306_0433b.pdf","","","",""
"Other Devices and Systems","Trusted Security Filter - TSF 101","Thales Norway AS","NO","EAL5","","11/01/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/20071101_SERTIT-006_CR_issue_1_0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/3aq-21840-xaaa-sczza-ed4.pdf","","","",""
"Other Devices and Systems","c-ident, Version 1.0","c-trace GmbH","DE","EAL1","WBIS_V1.04","10/23/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/0435a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0435b.pdf","01/23/2008","Gefäßidentifikationssystem c-ident Version 1.0, bestehend aus den Software-Komponenten IWS_BSI.OBJ Version 1.1 und c-secure.exe Version 1.1, sowie den dazugehörigen Transpondern","http://www.commoncriteriaportal.org:80/files/epfiles/20080306_0435_ma1a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/20080306_0435_ma1b.pdf"
"Other Devices and Systems","c-ident, Version 1.0","c-trace GmbH","DE","EAL1","WBIS_V1.04","10/23/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/0435a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0435b.pdf","03/06/2009","Gefäßidentifikationssystem c-ident Version 1.0, bestehend aus den Software-Komponenten IWS_BSI.OBJ Version 1.1 und c-secure.exeVersion 1.1, sowie den dazugehörigen Transpondern","http://www.commoncriteriaportal.org:80/files/epfiles/0435_ma2a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0435_ma2b.pdf"
"Other Devices and Systems","c-ident, Version 1.0","c-trace GmbH","DE","EAL1","WBIS_V1.04","10/23/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/0435a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0435b.pdf","","","",""
"Other Devices and Systems","V3Net for Windows server 6.0 and AhnLab Policy Center 3.0","AhnLab, Inc.","KR","EAL4","","09/17/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/ISIS-72-EN.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ISIS-72-ST-EN.pdf","","","",""
"Other Devices and Systems","V3Pro2004 and AhnLab Policy Center 3.0","AhnLab, Inc.","KR","EAL4","","09/17/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/ISIS-73-EN.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ISIS-73-ST-EN.pdf","","","",""
"Other Devices and Systems","Crypto Token USB TK01S1.47","Datatech Sistemas Digitales Avanzados S.L.","ES","EAL3","","07/19/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/2005-08-INF-164.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2005-08-DS.pdf","","","",""
"Other Devices and Systems","Océ SRA Controller, Version 3, Bundle 8.02","Océ N.V.","DE","EAL3+,ALC_FLR.2","","05/16/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/0369a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0369b.pdf","","","",""
"Other Devices and Systems","IBM Tivoli License Compliance Manager, Version 2.2, Fix Pack 1","IBM Corporation","DE","EAL2+,ALC_FLR.1","","02/14/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/0388a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0388b.pdf","","","",""
"Other Devices and Systems","Océ Smart Imager 8.3.3.39 as used in the Océ VP 2090 R3.3","Océ N.V.","DE","EAL2+,ALC_FLR.1","","01/01/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/0326a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0326b.pdf","","","",""
"Other Devices and Systems","PR/SM LPAR for the IBM eServer zSeries z890 and z990","IBM Corporation","DE","EAL5","","01/01/2007","","http://www.commoncriteriaportal.org:80/files/epfiles/0279a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0279b.pdf","","","",""
"Other Devices and Systems","Active TSM V3.0","Oullim Inc.","KR","EAL4","","10/27/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/ISIS-56-EN.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ISIS-56-ST-EN.pdf","","","",""
"Other Devices and Systems","Océ Digital Access Controller (DAC) R9.1.6","Océ N.V.","DE","EAL2+,ALC_FLR.1","","10/26/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/0370a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0370b.pdf","","","",""
"Other Devices and Systems","Gefäßidentifikationssystem BiTech bestehend aus den Software-Komponenten DE_BSI_M16_LIB Version 1.5 und DE_BSI_PC_DLL Version 1.5 sowie den dazugehörigen Transpondern","deister electronic GmbH","DE","EAL1","WBIS_V1.04","08/24/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/0282a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0282b.pdf","","","",""
"Other Devices and Systems","ABox 1.0","T-Systems Enterprise Services GmbH","DE","EAL3","","08/14/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/0365a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0365b.pdf","","","",""
"Other Devices and Systems","DEP/PCI Version 3.1 Host Security Module (Hardware & Software)","Banksys N.V.","NL","EAL3+,ADV_FSP.2,ATE_FUN.1","","04/10/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-05-6609-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ST.DEP_PCI.1.1.6.pdf","","","",""
"Other Devices and Systems","VPNConnect Version 1.2.650","I-MOTION GmbH","DE","EAL2","","02/14/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/0288a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0288b.pdf","","","",""
"Other Devices and Systems","Océ Digital Access Controller R8.1.10","Océ N.V.","DE","EAL2+,ALC_FLR.1","","01/27/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/0325a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0325b.pdf","","","",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","09/30/2005","Rapport de maintenance M-2005/07","http://www.commoncriteriaportal.org:80/files/epfiles/M-2005_07.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","01/11/2006","Rapport de maintenance M-2006/01","http://www.commoncriteriaportal.org:80/files/epfiles/M-2006_01.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","02/22/2006","Rapport de maintenance M-2006/0","http://www.commoncriteriaportal.org:80/files/epfiles/M-2006_03.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","07/28/2006","Rapport de maintenance M-2006/08","http://www.commoncriteriaportal.org:80/files/epfiles/M-2006_08.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","10/24/2006","Rapport de maintenance M-2006/09","http://www.commoncriteriaportal.org:80/files/epfiles/M-2006_09.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","11/21/2006","Rapport de maintenance M-2006/10","http://www.commoncriteriaportal.org:80/files/epfiles/M-2006_10.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","03/28/2007","Rapport de maintenance M-2007/02","http://www.commoncriteriaportal.org:80/files/epfiles/M-2007_02fr.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","06/11/2007","Rapport de maintenance M-2007/10","http://www.commoncriteriaportal.org:80/files/epfiles/M-2007_10fr.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","06/25/2007","Rapport de maintenance M-2007/13","http://www.commoncriteriaportal.org:80/files/epfiles/M-2007_13fr.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","08/04/2007","Rapport de maintenance M-2007/18","http://www.commoncriteriaportal.org:80/files/epfiles/M-2007_18fr.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","04/24/2008","Rapport de maintenance DCSSI-2005/14-M11","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi-2005_14-M11.fr.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","05/05/2008","Rapport de maintenance DCSSI-2005/14-M12","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi-2005_14-M12fr.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","04/28/2009","Rapport de maintenance DCSSI-2005/14-M13","http://www.commoncriteriaportal.org:80/files/epfiles/DCSSI-2005_14-M13 - scan papier.pdf",""
"Other Devices and Systems","Digital Tachograph SMARTACH STANDARD (references 921435 Ind D, 921439 Ind D 921463 Ind D, 921459 Ind A)","ACTIA","FR","EAL4+,ALC_FLR.1","","06/24/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_14.pdf","","","",""
"Other Devices and Systems","ACTIA IS2000 SRES  (reference 921441 indice A), ACTIA IS2000 SRES FIAT (reference 921492 indice A)","ACTIA","DE","EAL4+,ALC_FLR.1","","05/26/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/2005_12.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2005_12.pdf","","","",""
"Other Devices and Systems","PR/SM LPAR for the IBM eServer zSeries z890 and z990","IBM Corporation","DE","EAL4","","05/13/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/0278a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0278b.pdf","","","",""
"Other Devices and Systems","Cisco VoIP Telephony Solution","Cisco Systems, Inc.","DE","EAL1","","05/12/2005","","http://www.commoncriteriaportal.org:80/files/epfiles/0306a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0306b.pdf","","","",""
